"","datasetID","study","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","chilltemp","chilldays","fieldsample.date","provenance.lat","provenance.long","force","photo","chill","resp","force_type","photo_type","chill_type","chill.hrs","chill.ports","latbi","complex","force.z","photo.z","chill.z","spps","phylo","crops"
"6798","skuterud94","exp1","Betula","pendula","423","yes","9","9","8","timeonly",14,2709,"3","74","25-Nov-1993",61.5,24.333,9,8,7.88125,14,"exp","exp","bothrep",2709,95.6871703639499,"Betula_pendula",32,-1.09428143358144,-1.00803446073276,0.922991661173034,"Betula_pendula","Betula_pendula","nocrop"
"6799","skuterud94","exp1","Betula","pendula","421","yes","12","12","8","timeonly",14,2709,"3","74","25-Nov-1993",61.5,24.333,12,8,11.3354166666667,14,"exp","exp","bothest",2709,95.6871703639499,"Betula_pendula",32,-0.564705337701331,-1.00803446073276,2.01666844466962,"Betula_pendula","Betula_pendula","nocrop"
"6806","skuterud94","exp1","Betula","pendula","","yes","15","15","8","timeonly",7.302,2232,"6","51.6666666666667","25-Nov-1993",61.5,24.33,15,8,9.225,7.302,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",32,-0.0351292418212253,-1.00803446073276,1.34845699612798,"Betula_pendula","Betula_pendula","nocrop"
"6807","skuterud94","exp1","Betula","pendula","","yes","9","9","8","timeonly",12,2232,"6","51.6666666666667","25-Nov-1993",61.5,24.33,9,8,9.225,12,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",32,-1.09428143358144,-1.00803446073276,1.34845699612798,"Betula_pendula","Betula_pendula","nocrop"
"6808","skuterud94","exp1","Betula","pendula","","yes","12","12","8","timeonly",6.313,2232,"6","51.6666666666667","25-Nov-1993",61.5,24.33,12,8,9.225,6.313,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",32,-0.564705337701331,-1.00803446073276,1.34845699612798,"Betula_pendula","Betula_pendula","nocrop"
"6809","skuterud94","exp1","Betula","pendula","","yes","15","15","8","timeonly",3.678,2232,"6","51.6666666666667","25-Nov-1993",60.5,10.166,15,8,9.225,3.678,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",32,-0.0351292418212253,-1.00803446073276,1.34845699612798,"Betula_pendula","Betula_pendula","nocrop"
"6810","skuterud94","exp1","Betula","pendula","","yes","12","12","8","timeonly",4.777,2232,"6","51.6666666666667","25-Nov-1993",60.5,10.166,12,8,9.225,4.777,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",32,-0.564705337701331,-1.00803446073276,1.34845699612798,"Betula_pendula","Betula_pendula","nocrop"
"6811","skuterud94","exp1","Betula","pendula","","yes","9","9","8","timeonly",9.247,2232,"6","51.6666666666667","25-Nov-1993",59.666,11.33,9,8,9.225,9.247,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",32,-1.09428143358144,-1.00803446073276,1.34845699612798,"Betula_pendula","Betula_pendula","nocrop"
"6812","skuterud94","exp1","Betula","pendula","","yes","9","9","8","timeonly",6.613,2232,"6","51.6666666666667","25-Nov-1993",60.5,10.166,9,8,9.225,6.613,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",32,-1.09428143358144,-1.00803446073276,1.34845699612798,"Betula_pendula","Betula_pendula","nocrop"
"6813","skuterud94","exp1","Betula","pendula","","yes","12","12","8","timeonly",9.441,2232,"6","51.6666666666667","25-Nov-1993",61.5,24.33,12,8,9.225,9.441,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",32,-0.564705337701331,-1.00803446073276,1.34845699612798,"Betula_pendula","Betula_pendula","nocrop"
"6814","skuterud94","exp1","Betula","pendula","","yes","9","9","8","timeonly",8.259,2232,"6","51.6666666666667","25-Nov-1993",61.5,24.33,9,8,9.225,8.259,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",32,-1.09428143358144,-1.00803446073276,1.34845699612798,"Betula_pendula","Betula_pendula","nocrop"
"6815","skuterud94","exp1","Betula","pendula","","yes","15","15","8","timeonly",4.591,2232,"6","51.6666666666667","25-Nov-1993",61.5,24.33,15,8,9.225,4.591,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",32,-0.0351292418212253,-1.00803446073276,1.34845699612798,"Betula_pendula","Betula_pendula","nocrop"
"6816","skuterud94","exp1","Betula","pendula","","yes","15","15","8","timeonly",5.664,2232,"6","51.6666666666667","25-Nov-1993",59.666,11.33,15,8,9.225,5.664,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",32,-0.0351292418212253,-1.00803446073276,1.34845699612798,"Betula_pendula","Betula_pendula","nocrop"
"6817","skuterud94","exp1","Betula","pendula","","yes","12","12","8","timeonly",7.346,2232,"6","51.6666666666667","25-Nov-1993",59.666,11.33,12,8,9.225,7.346,"exp","exp","bothest",2232,92.4549689642546,"Betula_pendula",32,-0.564705337701331,-1.00803446073276,1.34845699612798,"Betula_pendula","Betula_pendula","nocrop"
"6822","skuterud94","exp1","Betula","pendula","421","yes","12","12","8","timeonly",9,2709,"6","74","25-Nov-1993",61.5,24.333,12,8,9.70208333333333,9,"exp","exp","bothrep",2709,108.078354665275,"Betula_pendula",32,-0.564705337701331,-1.00803446073276,1.49951368094144,"Betula_pendula","Betula_pendula","nocrop"
"6823","skuterud94","exp1","Betula","pendula","421","yes","15","15","8","timeonly",7,2709,"6","74","25-Nov-1993",61.5,24.333,15,8,11.3354166666667,7,"exp","exp","bothest",2709,108.078354665275,"Betula_pendula",32,-0.0351292418212253,-1.00803446073276,2.01666844466962,"Betula_pendula","Betula_pendula","nocrop"
"6824","skuterud94","exp1","Betula","pendula","541","yes","15","15","8","timeonly",5,2777,"6","74","25-Nov-1993",59.666,11.333,15,8,11.9875,5,"exp","exp","bothest",2777,114.939875085059,"Betula_pendula",32,-0.0351292418212253,-1.00803446073276,2.22313456845396,"Betula_pendula","Betula_pendula","nocrop"
"6825","skuterud94","exp1","Betula","pendula","423","yes","12","12","8","timeonly",6,2709,"6","74","25-Nov-1993",61.5,24.333,12,8,10.2875,6,"exp","exp","bothrep",2709,108.078354665275,"Betula_pendula",32,-0.564705337701331,-1.00803446073276,1.68487144702259,"Betula_pendula","Betula_pendula","nocrop"
"6826","skuterud94","exp1","Betula","pendula","538","yes","15","15","8","timeonly",4,2714,"6","74","25-Nov-1993",60.5,10.167,15,8,11.24375,4,"exp","exp","bothest",2714,105.870308913135,"Betula_pendula",32,-0.0351292418212253,-1.00803446073276,1.98764445282773,"Betula_pendula","Betula_pendula","nocrop"
"6827","skuterud94","exp1","Betula","pendula","423","yes","15","15","8","timeonly",4,2709,"6","74","25-Nov-1993",61.5,24.333,15,8,11.3354166666667,4,"exp","exp","bothest",2709,108.078354665275,"Betula_pendula",32,-0.0351292418212253,-1.00803446073276,2.01666844466962,"Betula_pendula","Betula_pendula","nocrop"
"6828","skuterud94","exp1","Betula","pendula","423","yes","9","9","8","timeonly",9,2709,"6","74","25-Nov-1993",61.5,24.333,9,8,7.19166666666667,9,"exp","exp","bothrep",2709,108.078354665275,"Betula_pendula",32,-1.09428143358144,-1.00803446073276,0.704652086180652,"Betula_pendula","Betula_pendula","nocrop"
"6829","skuterud94","exp1","Betula","pendula","541","yes","12","12","8","timeonly",7,2777,"6","74","25-Nov-1993",59.666,11.333,12,8,10.13125,7,"exp","exp","bothrep",2777,114.939875085059,"Betula_pendula",32,-0.564705337701331,-1.00803446073276,1.63539873365573,"Betula_pendula","Betula_pendula","nocrop"
"6830","skuterud94","exp1","Betula","pendula","541","yes","9","9","8","timeonly",10,2777,"6","74","25-Nov-1993",59.666,11.333,9,8,10.58125,10,"exp","exp","bothrep",2777,114.939875085059,"Betula_pendula",32,-1.09428143358144,-1.00803446073276,1.77788014815227,"Betula_pendula","Betula_pendula","nocrop"
"6831","skuterud94","exp1","Betula","pendula","421","yes","9","9","8","timeonly",12,2709,"6","74","25-Nov-1993",61.5,24.333,9,8,10.6270833333333,12,"exp","exp","bothrep",2709,108.078354665275,"Betula_pendula",32,-1.09428143358144,-1.00803446073276,1.79239214407322,"Betula_pendula","Betula_pendula","nocrop"
"6832","skuterud94","exp1","Betula","pendula","538","yes","9","9","8","timeonly",8,2714,"6","74","25-Nov-1993",60.5,10.167,9,8,7.37083333333333,8,"exp","exp","bothrep",2714,105.870308913135,"Betula_pendula",32,-1.09428143358144,-1.00803446073276,0.761380797507978,"Betula_pendula","Betula_pendula","nocrop"
"6833","skuterud94","exp1","Betula","pendula","538","yes","12","12","8","timeonly",5,2714,"6","74","25-Nov-1993",60.5,10.167,12,8,10.4833333333333,5,"exp","exp","bothrep",2714,105.870308913135,"Betula_pendula",32,-0.564705337701331,-1.00803446073276,1.74687724777571,"Betula_pendula","Betula_pendula","nocrop"
"8268","zohner16","exp1","Betula","populifolia","","yes","18","14","8","timeonly",27.452,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,27.452,"exp","exp","fldest",989,61.1148070881309,"Betula_populifolia",33,0.0237125466098977,-1.00803446073276,-0.164088760541305,"Betula_populifolia","Betula_populifolia","nocrop"
"8269","zohner16","exp1","Betula","populifolia","","yes","18","14","8","timeonly",25.9011875,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,25.9011875,"exp","exp","fldest",1831,95.3468886724268,"Betula_populifolia",33,0.0237125466098977,-1.00803446073276,0.604387387090495,"Betula_populifolia","Betula_populifolia","nocrop"
"8270","zohner16","exp1","Betula","populifolia","","yes","18","14","8","timeonly",25.75,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,25.75,"exp","exp","fldest",2380,123.490985386386,"Betula_populifolia",33,0.0237125466098977,-1.00803446073276,1.36099008351425,"Betula_populifolia","Betula_populifolia","nocrop"
"8401","zohner16","exp1","Betula","populifolia","","yes","18","14","16","timeonly",23,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,23,"exp","exp","fldest",989,61.1148070881309,"Betula_populifolia",33,0.259079700334389,0.522249097258486,-0.164088760541305,"Betula_populifolia","Betula_populifolia","nocrop"
"8471","zohner16","exp1","Betula","populifolia","","yes","18","14","16","timeonly",24.4375,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,24.4375,"exp","exp","fldest",1831,95.3468886724268,"Betula_populifolia",33,0.259079700334389,0.522249097258486,0.604387387090495,"Betula_populifolia","Betula_populifolia","nocrop"
"8472","zohner16","exp1","Betula","populifolia","","yes","18","14","16","timeonly",25.75,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,25.75,"exp","exp","fldest",2380,123.490985386386,"Betula_populifolia",33,0.259079700334389,0.522249097258486,1.36099008351425,"Betula_populifolia","Betula_populifolia","nocrop"
"190","heide93","exp1","Betula","pubescens","","yes","15","15","24","62.453",25,922,"","","15-Dec-1989",59.5,10.767,15,24,5.65625,25,"exp","exp","fldest",922,67.9051752905634,"Betula_pubescens",34,-0.0351292418212253,2.05253265524974,0.218500222829033,"Betula_pubescens","Betula_pubescens","nocrop"
"191","heide93","exp1","Betula","pubescens","","yes","15","15","8","100",25,1283,"","","15-Jan-1990",59.5,10.767,15,8,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,"Betula_pubescens",34,-0.0351292418212253,-1.00803446073276,0.512697958317258,"Betula_pubescens","Betula_pubescens","nocrop"
"192","heide93","exp1","Betula","pubescens","","yes","15","15","24","100",25,1969,"","","15-Feb-1990",59.5,10.767,15,24,8.875,25,"exp","exp","fldest",1969,107.488373412348,"Betula_pubescens",34,-0.0351292418212253,2.05253265524974,1.23763811818623,"Betula_pubescens","Betula_pubescens","nocrop"
"193","heide93","exp1","Betula","pubescens","","yes","15","15","8","100",25,2445,"","","15-Mar-1990",59.5,10.767,15,8,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,"Betula_pubescens",34,-0.0351292418212253,-1.00803446073276,1.82867213387558,"Betula_pubescens","Betula_pubescens","nocrop"
"194","heide93","exp1","Betula","pubescens","","yes","9","9","8","100",42,922,"","","15-Dec-1989",59.5,10.767,9,8,5.65625,42,"exp","exp","fldest",922,67.9051752905634,"Betula_pubescens",34,-1.09428143358144,-1.00803446073276,0.218500222829033,"Betula_pubescens","Betula_pubescens","nocrop"
"195","heide93","exp1","Betula","pubescens","","yes","9","9","24","100",42,1283,"","","15-Jan-1990",59.5,10.767,9,24,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,"Betula_pubescens",34,-1.09428143358144,2.05253265524974,0.512697958317258,"Betula_pubescens","Betula_pubescens","nocrop"
"196","heide93","exp1","Betula","pubescens","","yes","9","9","8","100",42,1969,"","","15-Feb-1990",59.5,10.767,9,8,8.875,42,"exp","exp","fldest",1969,107.488373412348,"Betula_pubescens",34,-1.09428143358144,-1.00803446073276,1.23763811818623,"Betula_pubescens","Betula_pubescens","nocrop"
"197","heide93","exp1","Betula","pubescens","","yes","9","9","24","100",42,2445,"","","15-Mar-1990",59.5,10.767,9,24,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,"Betula_pubescens",34,-1.09428143358144,2.05253265524974,1.82867213387558,"Betula_pubescens","Betula_pubescens","nocrop"
"198","heide93","exp1","Betula","pubescens","","yes","9","9","24","69.493",42,922,"","","15-Dec-1989",59.5,10.767,9,24,5.65625,42,"exp","exp","fldest",922,67.9051752905634,"Betula_pubescens",34,-1.09428143358144,2.05253265524974,0.218500222829033,"Betula_pubescens","Betula_pubescens","nocrop"
"199","heide93","exp1","Betula","pubescens","","yes","9","9","8","100",42,1283,"","","15-Jan-1990",59.5,10.767,9,8,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,"Betula_pubescens",34,-1.09428143358144,-1.00803446073276,0.512697958317258,"Betula_pubescens","Betula_pubescens","nocrop"
"254","heide93","exp1","Betula","pubescens","","yes","21","21","24","72.267",18,612,"","","15-Nov-1989",59.5,10.767,21,24,4.9375,18,"exp","exp","fldest",612,52.5136568477889,"Betula_pubescens",34,1.02402294993899,2.05253265524974,-0.0090742586584955,"Betula_pubescens","Betula_pubescens","nocrop"
"255","heide93","exp1","Betula","pubescens","","yes","21","21","8","100",18,922,"","","15-Dec-1989",59.5,10.767,21,8,5.65625,18,"exp","exp","fldest",922,67.9051752905634,"Betula_pubescens",34,1.02402294993899,-1.00803446073276,0.218500222829033,"Betula_pubescens","Betula_pubescens","nocrop"
"256","heide93","exp1","Betula","pubescens","","yes","21","21","24","100",18,1283,"","","15-Jan-1990",59.5,10.767,21,24,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,"Betula_pubescens",34,1.02402294993899,2.05253265524974,0.512697958317258,"Betula_pubescens","Betula_pubescens","nocrop"
"257","heide93","exp1","Betula","pubescens","","yes","21","21","8","100",18,1969,"","","15-Feb-1990",59.5,10.767,21,8,8.875,18,"exp","exp","fldest",1969,107.488373412348,"Betula_pubescens",34,1.02402294993899,-1.00803446073276,1.23763811818623,"Betula_pubescens","Betula_pubescens","nocrop"
"258","heide93","exp1","Betula","pubescens","","yes","21","21","24","100",18,2445,"","","15-Mar-1990",59.5,10.767,21,24,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,"Betula_pubescens",34,1.02402294993899,2.05253265524974,1.82867213387558,"Betula_pubescens","Betula_pubescens","nocrop"
"259","heide93","exp1","Betula","pubescens","","yes","21","21","24","92.533",18,922,"","","15-Dec-1989",59.5,10.767,21,24,5.65625,18,"exp","exp","fldest",922,67.9051752905634,"Betula_pubescens",34,1.02402294993899,2.05253265524974,0.218500222829033,"Betula_pubescens","Betula_pubescens","nocrop"
"260","heide93","exp1","Betula","pubescens","","yes","21","21","8","100",18,1283,"","","15-Jan-1990",59.5,10.767,21,8,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,"Betula_pubescens",34,1.02402294993899,-1.00803446073276,0.512697958317258,"Betula_pubescens","Betula_pubescens","nocrop"
"261","heide93","exp1","Betula","pubescens","","yes","21","21","24","100",18,1969,"","","15-Feb-1990",59.5,10.767,21,24,8.875,18,"exp","exp","fldest",1969,107.488373412348,"Betula_pubescens",34,1.02402294993899,2.05253265524974,1.23763811818623,"Betula_pubescens","Betula_pubescens","nocrop"
"262","heide93","exp1","Betula","pubescens","","yes","21","21","8","100",18,2445,"","","15-Mar-1990",59.5,10.767,21,8,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,"Betula_pubescens",34,1.02402294993899,-1.00803446073276,1.82867213387558,"Betula_pubescens","Betula_pubescens","nocrop"
"263","heide93","exp1","Betula","pubescens","","yes","15","15","8","100",25,922,"","","15-Dec-1989",59.5,10.767,15,8,5.65625,25,"exp","exp","fldest",922,67.9051752905634,"Betula_pubescens",34,-0.0351292418212253,-1.00803446073276,0.218500222829033,"Betula_pubescens","Betula_pubescens","nocrop"
"264","heide93","exp1","Betula","pubescens","","yes","15","15","24","100",25,1283,"","","15-Jan-1990",59.5,10.767,15,24,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,"Betula_pubescens",34,-0.0351292418212253,2.05253265524974,0.512697958317258,"Betula_pubescens","Betula_pubescens","nocrop"
"265","heide93","exp1","Betula","pubescens","","yes","15","15","8","100",25,1969,"","","15-Feb-1990",59.5,10.767,15,8,8.875,25,"exp","exp","fldest",1969,107.488373412348,"Betula_pubescens",34,-0.0351292418212253,-1.00803446073276,1.23763811818623,"Betula_pubescens","Betula_pubescens","nocrop"
"266","heide93","exp1","Betula","pubescens","","yes","15","15","24","100",25,2445,"","","15-Mar-1990",59.5,10.767,15,24,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,"Betula_pubescens",34,-0.0351292418212253,2.05253265524974,1.82867213387558,"Betula_pubescens","Betula_pubescens","nocrop"
"267","heide93","exp1","Betula","pubescens","","yes","9","9","24","100",42,1969,"","","15-Feb-1990",59.5,10.767,9,24,8.875,42,"exp","exp","fldest",1969,107.488373412348,"Betula_pubescens",34,-1.09428143358144,2.05253265524974,1.23763811818623,"Betula_pubescens","Betula_pubescens","nocrop"
"268","heide93","exp1","Betula","pubescens","","yes","9","9","8","100",42,2445,"","","15-Mar-1990",59.5,10.767,9,8,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,"Betula_pubescens",34,-1.09428143358144,-1.00803446073276,1.82867213387558,"Betula_pubescens","Betula_pubescens","nocrop"
"294","heide93","exp2","Betula","pubescens","","yes","21","21","24","72.267",18,703,"","","15-Nov-1990",59.5,10.767,21,24,4.36875,18,"exp","exp","fldest",703,52.0491558914724,"Betula_pubescens",34,1.02402294993899,2.05253265524974,-0.189154935313844,"Betula_pubescens","Betula_pubescens","nocrop"
"295","heide93","exp2","Betula","pubescens","","yes","21","21","8","100",18,1019,"","","15-Dec-1990",59.5,10.767,21,8,5.19791666666667,18,"exp","exp","fldest",1019,65.1740630354463,"Betula_pubescens",34,1.02402294993899,-1.00803446073276,0.0733802636195947,"Betula_pubescens","Betula_pubescens","nocrop"
"296","heide93","exp2","Betula","pubescens","","yes","21","21","24","100",18,1443,"","","15-Jan-1991",59.5,10.767,21,24,6.03958333333333,18,"exp","exp","fldest",1443,80.8437190134089,"Betula_pubescens",34,1.02402294993899,2.05253265524974,0.339873279622382,"Betula_pubescens","Betula_pubescens","nocrop"
"297","heide93","exp2","Betula","pubescens","","yes","21","21","8","100",18,1550,"","","15-Feb-1991",59.5,10.767,21,8,6.23333333333333,18,"exp","exp","fldest",1550,88.6351561717912,"Betula_pubescens",34,1.02402294993899,-1.00803446073276,0.401219444197281,"Betula_pubescens","Betula_pubescens","nocrop"
"298","heide93","exp2","Betula","pubescens","","yes","21","21","24","100",18,1946,"","","15-Mar-1991",59.5,10.767,21,24,6.83125,18,"exp","exp","fldest",1946,106.300561899067,"Betula_pubescens",34,1.02402294993899,2.05253265524974,0.590535027347775,"Betula_pubescens","Betula_pubescens","nocrop"
"299","heide93","exp2","Betula","pubescens","","yes","21","21","24","92.533",18,1019,"","","15-Dec-1990",59.5,10.767,21,24,5.19791666666667,18,"exp","exp","fldest",1019,65.1740630354463,"Betula_pubescens",34,1.02402294993899,2.05253265524974,0.0733802636195947,"Betula_pubescens","Betula_pubescens","nocrop"
"300","heide93","exp2","Betula","pubescens","","yes","21","21","8","100",18,1443,"","","15-Jan-1991",59.5,10.767,21,8,6.03958333333333,18,"exp","exp","fldest",1443,80.8437190134089,"Betula_pubescens",34,1.02402294993899,-1.00803446073276,0.339873279622382,"Betula_pubescens","Betula_pubescens","nocrop"
"301","heide93","exp2","Betula","pubescens","","yes","21","21","24","100",18,1550,"","","15-Feb-1991",59.5,10.767,21,24,6.23333333333333,18,"exp","exp","fldest",1550,88.6351561717912,"Betula_pubescens",34,1.02402294993899,2.05253265524974,0.401219444197281,"Betula_pubescens","Betula_pubescens","nocrop"
"302","heide93","exp2","Betula","pubescens","","yes","21","21","8","100",18,1946,"","","15-Mar-1991",59.5,10.767,21,8,6.83125,18,"exp","exp","fldest",1946,106.300561899067,"Betula_pubescens",34,1.02402294993899,-1.00803446073276,0.590535027347775,"Betula_pubescens","Betula_pubescens","nocrop"
"303","heide93","exp2","Betula","pubescens","","yes","15","15","8","100",25,1019,"","","15-Dec-1990",59.5,10.767,15,8,5.19791666666667,25,"exp","exp","fldest",1019,65.1740630354463,"Betula_pubescens",34,-0.0351292418212253,-1.00803446073276,0.0733802636195947,"Betula_pubescens","Betula_pubescens","nocrop"
"304","heide93","exp2","Betula","pubescens","","yes","15","15","24","100",25,1443,"","","15-Jan-1991",59.5,10.767,15,24,6.03958333333333,25,"exp","exp","fldest",1443,80.8437190134089,"Betula_pubescens",34,-0.0351292418212253,2.05253265524974,0.339873279622382,"Betula_pubescens","Betula_pubescens","nocrop"
"305","heide93","exp2","Betula","pubescens","","yes","15","15","8","100",25,1550,"","","15-Feb-1991",59.5,10.767,15,8,6.23333333333333,25,"exp","exp","fldest",1550,88.6351561717912,"Betula_pubescens",34,-0.0351292418212253,-1.00803446073276,0.401219444197281,"Betula_pubescens","Betula_pubescens","nocrop"
"306","heide93","exp2","Betula","pubescens","","yes","15","15","24","100",25,1946,"","","15-Mar-1991",59.5,10.767,15,24,6.83125,25,"exp","exp","fldest",1946,106.300561899067,"Betula_pubescens",34,-0.0351292418212253,2.05253265524974,0.590535027347775,"Betula_pubescens","Betula_pubescens","nocrop"
"307","heide93","exp2","Betula","pubescens","","yes","15","15","24","62.453",25,1019,"","","15-Dec-1990",59.5,10.767,15,24,5.19791666666667,25,"exp","exp","fldest",1019,65.1740630354463,"Betula_pubescens",34,-0.0351292418212253,2.05253265524974,0.0733802636195947,"Betula_pubescens","Betula_pubescens","nocrop"
"308","heide93","exp2","Betula","pubescens","","yes","15","15","8","100",25,1443,"","","15-Jan-1991",59.5,10.767,15,8,6.03958333333333,25,"exp","exp","fldest",1443,80.8437190134089,"Betula_pubescens",34,-0.0351292418212253,-1.00803446073276,0.339873279622382,"Betula_pubescens","Betula_pubescens","nocrop"
"309","heide93","exp2","Betula","pubescens","","yes","15","15","24","100",25,1550,"","","15-Feb-1991",59.5,10.767,15,24,6.23333333333333,25,"exp","exp","fldest",1550,88.6351561717912,"Betula_pubescens",34,-0.0351292418212253,2.05253265524974,0.401219444197281,"Betula_pubescens","Betula_pubescens","nocrop"
"310","heide93","exp2","Betula","pubescens","","yes","15","15","8","100",25,1946,"","","15-Mar-1991",59.5,10.767,15,8,6.83125,25,"exp","exp","fldest",1946,106.300561899067,"Betula_pubescens",34,-0.0351292418212253,-1.00803446073276,0.590535027347775,"Betula_pubescens","Betula_pubescens","nocrop"
"311","heide93","exp2","Betula","pubescens","","yes","9","9","8","100",42,1019,"","","15-Dec-1990",59.5,10.767,9,8,5.19791666666667,42,"exp","exp","fldest",1019,65.1740630354463,"Betula_pubescens",34,-1.09428143358144,-1.00803446073276,0.0733802636195947,"Betula_pubescens","Betula_pubescens","nocrop"
"312","heide93","exp2","Betula","pubescens","","yes","9","9","24","100",42,1443,"","","15-Jan-1991",59.5,10.767,9,24,6.03958333333333,42,"exp","exp","fldest",1443,80.8437190134089,"Betula_pubescens",34,-1.09428143358144,2.05253265524974,0.339873279622382,"Betula_pubescens","Betula_pubescens","nocrop"
"313","heide93","exp2","Betula","pubescens","","yes","9","9","8","100",42,1550,"","","15-Feb-1991",59.5,10.767,9,8,6.23333333333333,42,"exp","exp","fldest",1550,88.6351561717912,"Betula_pubescens",34,-1.09428143358144,-1.00803446073276,0.401219444197281,"Betula_pubescens","Betula_pubescens","nocrop"
"314","heide93","exp2","Betula","pubescens","","yes","9","9","24","100",42,1946,"","","15-Mar-1991",59.5,10.767,9,24,6.83125,42,"exp","exp","fldest",1946,106.300561899067,"Betula_pubescens",34,-1.09428143358144,2.05253265524974,0.590535027347775,"Betula_pubescens","Betula_pubescens","nocrop"
"315","heide93","exp2","Betula","pubescens","","yes","9","9","24","69.493",42,1019,"","","15-Dec-1990",59.5,10.767,9,24,5.19791666666667,42,"exp","exp","fldest",1019,65.1740630354463,"Betula_pubescens",34,-1.09428143358144,2.05253265524974,0.0733802636195947,"Betula_pubescens","Betula_pubescens","nocrop"
"316","heide93","exp2","Betula","pubescens","","yes","9","9","8","100",42,1443,"","","15-Jan-1991",59.5,10.767,9,8,6.03958333333333,42,"exp","exp","fldest",1443,80.8437190134089,"Betula_pubescens",34,-1.09428143358144,-1.00803446073276,0.339873279622382,"Betula_pubescens","Betula_pubescens","nocrop"
"317","heide93","exp2","Betula","pubescens","","yes","9","9","24","100",42,1550,"","","15-Feb-1991",59.5,10.767,9,24,6.23333333333333,42,"exp","exp","fldest",1550,88.6351561717912,"Betula_pubescens",34,-1.09428143358144,2.05253265524974,0.401219444197281,"Betula_pubescens","Betula_pubescens","nocrop"
"318","heide93","exp2","Betula","pubescens","","yes","9","9","8","100",42,1946,"","","15-Mar-1991",59.5,10.767,9,8,6.83125,42,"exp","exp","fldest",1946,106.300561899067,"Betula_pubescens",34,-1.09428143358144,-1.00803446073276,0.590535027347775,"Betula_pubescens","Betula_pubescens","nocrop"
"588","rinne94","exp1","Betula","pubescens","","yes","18","","24","45.161",43.911,336,"6","14","",65.16666667,27.33333333,18,24,1.4,43.911,"exp","exp","exp",336,10.7522431600643,"Betula_pubescens",34,0.494446854058881,2.05253265524974,-1.12913648928407,"Betula_pubescens","Betula_pubescens","nocrop"
"589","rinne94","exp1","Betula","pubescens","","yes","18","","24","83.347",22.867,1344,"6","56","",65.16666667,27.33333333,18,24,5.6,22.867,"exp","exp","exp",1344,45.9302120830574,"Betula_pubescens",34,0.494446854058881,2.05253265524974,0.200690046016965,"Betula_pubescens","Betula_pubescens","nocrop"
"590","rinne94","exp1","Betula","pubescens","","yes","18","","24","78.532",38.883,1344,"6","56","",65.16666667,27.33333333,18,24,5.6,38.883,"exp","exp","exp",1344,45.9302120830574,"Betula_pubescens",34,0.494446854058881,2.05253265524974,0.200690046016965,"Betula_pubescens","Betula_pubescens","nocrop"
"1281","caffarra11a","exp3","Betula","pubescens","","yes","18","","16","timeonly",38.43,0,"3","0","",52.32,-6.934,18,16,0,38.43,"exp","exp","exp",0,0,"Betula_pubescens",34,0.494446854058881,0.522249097258486,-1.57241200105108,"Betula_pubescens","Betula_pubescens","nocrop"
"1286","caffarra11a","exp3","Betula","pubescens","","yes","18","","16","timeonly",3.67,2520,"3","105","",52.32,-6.934,18,16,10.5,3.67,"exp","exp","exp",2520,70.1297827068214,"Betula_pubescens",34,0.494446854058881,0.522249097258486,1.75215433720151,"Betula_pubescens","Betula_pubescens","nocrop"
